References
"Abdullah YA, Said WM, Ehsan NO, Shamseldin SAEM, 2025. Morphological and Anatomical Studies of Vascular Variant for Some Dicotyledon and Monocotyledon Stems in Egypt. Journal of Scientific Research in Science, 42(2), pp.1-35."
"Abubacker MN, Ganapathy G, Sebastin LM, Suresh Mondal K. 2019. Histochemical and Shoot Induction Studies of Basella rubra L. (Basellaceae). Biosciences, Biotechnology Research Asia 16: 187–194."
"Aguilar MAG, Terrazas T, Arias S. 2009. Anatomía caulinar de tres especies del género Hylocereus (Berger) Britton & Rose (Cactaceae) en México. Revista Fitotecnia Mexicana 32: 201–208."
"Altay D., & Koç M. 2025. Anatomical features of some Jordania Boiss. taxa in the Caryophylleae (Caryophyllaceae) family. Anatolian Journal of Botany, 9(2), 95-100."
"Andrada AR, Silenzi-Usandivaras GM, Ruiz AI, Páez V de los Á, Albornoz PL. 2020. Morfo-anatomical, cytogenetic and molecular studies in Talinum (Talinaceae): A new entity from the northwest of Argentina. Acta Biologica Colombiana 25: 310–321."
"Antonelli-Ushirobira TM, Blainski A, Gancedo NC, et al. 2015. Morpho-anatomical study of rhizome of Limonium brasiliense. Brazilian Journal of Pharmacognosy 25: 320–327"
"Antonucci NP. 2010. Estudos anatômicos, ultra-estruturais e bioquímicos da síndrome Kranz em folhas de duas espécies de Gomphrena L. (Amaranthaceae)"
"Arruda E, Melo-de-Pinna GF, Alves M. 2005. Anatomia dos órgãos vegetativos de Cactaceae da caatinga pernambucana. Revista Brasileira de Botânica 28: 589–601."
"Arruda E, Melo-De-Pinna GF. 2010. Wide-band tracheids (WBTs) of photosynthetic and non-photosynthetic stems in species of cactaceae. Journal of the Torrey Botanical Society 137: 16–29."
"Ataslar E, Ocak A. 2017. Anatomy and micromorphology of the endemic Gypsophila osmangaziensis (Caryophyllaceae) and taxonomic contributions for the genus Gypsophila. 331: 84–92."
Ataşlar E. 2004. Morphological and anatomical investigations on the Saponaria kotschyi Boiss. (Caryophyllaceae). Turkish Journal of Botany 28: 193–199.
"Baral M. 2013. Anatomical and Histological Study of Stem, Root and Leaf of the Medicinal Plant Amaranthus spinosus Linn. Journal of Pharmaceutical Science and Technology 22313788: 68–71."
"Bastola AK, Soffiatti P, Behl M, Lendlein A, Rowe NP. 2021. Structural performance of a climbing cactus: Making the most of softness. Journal of the Royal Society Interface 18."
"Bhambie S, Sharma A. 1985. Ontogeny of cambium in Amaranthus caudatus L. and Achyranthes aspera L. Proc. Indian Acad. Sci. 95: 295–301;"
"Bochkin s.n. (MHA), Aklan prov., Philippines.; Adenegan-Alakinde, Mabel AF. 2015. Some anatomical features of Basella Linn .: their adaptive significance to water stress. Research in Plant Biology 5: 14–22."
Boke NH. 1941. Zonation in the shoot apices of Trichocereus spachianus and Opuntia cylindrica. American Journal of Botany 28: 656–664
Boke NH. 1951. Histogenesis of the Vegetative Shoot in Echinocereus. American Journal of Botany 38: 23–38.
Boke NH. 1956. Developmental anatomy and the validity of the genus Bartschella. American Journal of Botany 43: 819.
Boke NH. 1957. Structure and Development of the Shoot in Toumeya. American Journal of Botany 44: 888–896.
Boke NH. 1959. Endomorphic and Ectomorphic Characters in Pelecyphora and Encephalocarpus. American Journal of Botany 46: 197–209.
"Bonzani NE, Barboza GE, Bugatti MA, Espinar LA. 2003. Morpho-histological studies in the aromatic species of Chenopodium from Argentina. Fitoterapia 74: 207–225."
"Çalı İÖ, Cansaran A. 2021. Comparative Anatomical Studies on Saponaria glutinosa M.Bieb. and Saponaria prostrata Willd. subsp. prostrata (Caryophyllaceae) Endemic to Turkey. Eurasian Journal of Medical and Biological Sciences 1: 34–40."
"Carlquist S, Boggs CJ. 1996. Wood anatomy of Plumbaginaceae. Journal of the Torrey Botanical Society 123: 135–147."
Carlquist S. 1999. Wood anatomy of Agdestis (Caryophyllales): systematic position and nature of successive cambia. Aliso 18: 35–43.
"Carlquist S. 2000. Wood and Stem Anatomy of Phytolaccoid and Rivinoid Phytolaccaceae (Caryophyllales): Ecology, Systematics, Nature of Successive Cambia. Aliso 19: 13–29."
"Carlquist S. 2001. Comparative wood anatomy. Systematic, ecological and evolutionary aspects of dicotyledon wood. Springer Verlag, Berlin."
Carlquist S. 2003. Wood anatomy of Polygonaceae: Analysis of a family with exceptional wood diversity. Botanical Journal of the Linnean Society 141: 25–51.
"Carlquist S. 2003. Wood and stem anatomy of woody Amaranthaceae s.s.: Ecology, systematics and the problems of defining rays in dicotyledons. Botanical Journal of the Linnean Society 143: 1–19."
"Chandra S, Rawat DS. 2016. Morphological and anatomical properties of himalayan herb Stellaria webbiana. International Journal of Environment: 26–35."
"Colombo P. & Trapani S. 1992. Morpho-anatomical observations on three Limonium species
endemic to the Pelagic Islands. FIora Mediterranea 2: 77-90."
"Costea M, DeMason DA. 2001. Stem morphology and anatomy in Amaranthus L. (Amaranthaceae) - Taxonomic significance. Journal of the Torrey Botanical Society 128: 254–281."
"Costea M, DeMason DA. 2001. Stem morphology and anatomy in Amaranthus L. (Amaranthaceae) - Taxonomic significance. Journal of the Torrey Botanical Society 128: 254–281."
"Crivellaro A, Schweingruber FH. 2013. Atlas of wood, bark and pith anatomy of Eastern Mediterranean trees and shrubs. With a special focus on Cyprus. Berlin: Springer."
"Crivellaro A, Schweingruber FH. 2015. Stem Anatomical Features of Dicotyledons. Xylem, Phloem, Cortex and Periderm Characteristics for Ecological and Taxonomical Analyses. Remagen: Kessel Publishing House."
"Crivellaro A. 2012. Wood, bark and pith structure in trees and shrubs of Cyprus: anatomical descriptions and ecological interpretation."
"Cuadra VP, Cambi V. 2014. Morphoanatomical functional traits in xerophytic species of a saline environment. Phyton 83: 389–396."
"Cuadra VP, Hermann PM. 2014. Anatomía foliar y caulinar de tres Salicornieae (Chenopodiaceae) halófilas argentinas. Phyton 83: 369–377."
"Cuadra VP, Verolo M, Cambi V. 2020. Morphological and Anatomical Traits of Halophytes. In: Grigore MN, ed. Handbook of Halophytes. Springer Nature, 1–19."
"Cunha-Neto IL, Pace MR, Douglas NA, Nee MH, de Sá CFC, Moore MJ, Angyalossy V. 2020. Diversity, distribution, development, and evolution of medullary bundles in Nyctaginaceae. American Journal of Botany 107: 707–725."
"Cunha-Neto IL, Rossetto RFS, Gerolamo CS, Hernández-Gutiérrez R, Sukhorukov AP, Kushunina M, Melo-de-Pinna GFA, Angyalossy A. 2024. Medullary bundles in Caryophyllales: form, function, and evolution. New Phytologist 241: 2589-2605."
De Bary A. 1884. Comparative anatomy of the vegetative organs of the phanerogams and ferns. Oxford: Clarendon Press.
"de La Rosa-Tilapa A, Vázquez-Sánchez M, Terrazas T. 2019. Stem anatomy of Turbinicarpus s.l. (Cacteae, Cactaceae) and its contribution to systematics. Plant Biosystems 153: 600–609."
DeBuhr LE. 1977. Sectional reclassification of Drosera subgenus Ergaleium (Droseraceae). Australian Journal of Botany 25: 209–218.
"Doležal J, Dvorský M, Börner A, Wild J, Schweingruber FH. 2018. Anatomy, Age and Ecology of High Mountain Plants in Ladakh, the Western Himalaya. Cham: Springer Nature."
"Duarte MR, Hayashi SS. 2005. Estudo anatômico de folha e caule de Pereskia aculeata Mill. (Cactaceae). Revista Brasileira de Farmacognosia 15: 103–109."
"El-Ghamery AA, Sadek AM, Abdelbar OH. 2017. Comparative anatomical studies on some species of the genus Amaranthus (Family: Amaranthaceae) for the development of an identification guide. Annals of Agricultural Sciences 62: 1–9."
Elbar OHA. 2015. Development of the successive cambia in Sesuvium verrucosum Raf (Aizoaceae). Annals of Agricultural Sciences 60: 203–208.
"Fahn A, Zimmermann MH. 1982. Development of the Successive Cambia in Atriplex halimus (Chenopodiaceae). Botanical Gazette 143: 353–357."
"Fernandez RD, Varela O, Albornoz PL. 2016. Anatomía de hoja , tallo y raíz de Halophytum ameghinoi (Halophytaceae), especie endémica de Argentina. Lilloa 53: 23–31."
"Fortini EA, Batista DS, de Castro KM, Silva TD, Felipe SHS, Correia LNF, Chagas K, Farias LM, Leite JPV, Otoni WC. 2020. Photoperiod modulates growth and pigments and 20-hydroxyecdysone accumulation in Brazilian ginseng [Pfaffia glomerata (Spreng.) Pedersen] grown in vitro. Plant Cell, Tissue and Organ Culture 142: 595–611."
"Franco-Estrada D, Sánchez D, Terrazas T, Arias S. 2021. Phylogenetic analysis of Peniocereus (Cactaceae, Echinocereeae) based on five chloroplast DNA markers. Revista Brasileira de Botanica 44: 903–916."
"Gang A-S, Cai X. 2008. Establishment of the distinct species status of Polygonum ciliinerve based on morphological and anatomical data. Journal of Systematics and Evolution 46: 742–749."
"Garcia JDS, Scremin-Dias E, Soffiatti P. 2012. Stem and root anatomy of two species of Echinopsis (Trichocereeae: Cactaceae). Revista Mexicana de Biodiversidad 83: 1036–1044."
"Gibson AC, Horak KE. 1978. Systematic Anatomy and Phylogeny of Mexican Columnar Cacti. Annals of the Missouri Botanical Garden 65: 999–1057."
"Gibson AC, Nobel PS. 1986. The cactus primer. Cambridge: Harvard University Press."
Gibson AC. 1976. Vascular Organization in Shoots of Cactaceae. I. Development and Morphology of Primary Vasculature in Pereskioideae and Opuntioideae. Source: American Journal of Botany 63: 414–426;  
Gibson AC. 1978. Architectural Designs of Wood Skeletons in Cacti. Succulent Journal of Great Britain 40: 73–80.
"Godofredo VR, Melo-de-Pinna GF. 2008. Occurrence of wide-band tracheids in Cactaceae: Wood variation during Pilosocereus aurisetus development. Journal of the Torrey Botanical Society 135: 94–102."
Gomaa EF. 2014. Studies on Some Micro-Macromorphological and Anatomical Characters of Quinoa (Chenopodium quinoa Willd.) Plant. Research Journal of Agriculture and Biological Sciences 10: 24–36.
"Goremykina E V., Dinekina EA. 2016. Traits of stem anatomy of some herbaceous members of the family Polygonaceae Juss. Moscow University Biological Sciences Bulletin 71: 121–125."
"Grigore MN, Ivanescu L, Toma C. 2014. Halophytes: An integrative anatomical study. New York: Springer."
"Hasanuzzaman M, Shabala S, Fujita M (Eds.). 2019. Halophytes and climate change: adaptive mechanisms and potential uses. UK: CABI."
"Heklau H, Gasson P, Schweingruber F, Baas P. 2012. Wood anatomy of Chenopodiaceae (Amaranthaceae s. l.). IAWA Journal 33: 205–232."
"Hernandes-Lopes J, Oliveira-Neto MA, Melo-de-Pinna GFA. 2016. Different ways to build succulent leaves in Portulacineae (Caryophyllales). International Journal of Plant Sciences 177: 198–208."
"Hernández-Ledesma P, Terrazas T, Flores-Olvera H. 2011. Comparative stem anatomy of Mirabilis (Nyctaginaceae). Plant Systematics and Evolution 292: 117–132.
"
"Herrera-Cárdenas R, Terrazas T, Loza-Cornejo S. 2000. Anatomía compara del tallo y de la raíz de las especies del género Neoevansia Marshall (Cactaceae). Boletín de la Sociedad Botánica de México 67: 5–16."
Horak KE. 1980. The developmental anatomy of Stegnosperma (Phytolaccaceae). Thesis. The University of Arizona.
"Ilodibia C V., Ewere FU, Akachukwu EE, Adimonyemma RN, Igboabuchi NA, Okeke NF. 2016. Proximate composition, vitamin and anatomical studies on Gomphrena celosioides. Annual Research and Review in Biology 10: 1–6."
"Jain SC, Pancholi B, Singh R, Jain R. 2010. Estudos farmacognósticos de plantas importantes de zonas áridas. Brazilian Journal of Pharmacognosy 20: 659–665."
"Jansen S, Ronse Decraene LP, Smets E. 2000. On the wood and stem anatomy of Monococcus echinophorus (Phytolaccaceae s.l.). Systematics and Geography of Plants 70: 171–179."
"Jáuregui D, Lapp M, Castro M, Ruiz-Zapata T, Torrecilla P. 2014. Estructura anatómica de raíces y tallos de Gomphrena albiflora Moq. (Amaranthaceae). Revista Pittieria 38: 83–94."
Joshi AC. 1931. Contributions to the anatomy of the Chenopodiaceae and Amaranthaceae. I. Anatomy of Alternanthera sessilis R. Br. The Journal of the Indian Botanical Society 10: 213–231.
Joshi AC. 1934. Variations in the medullary bundles of Achyranthes aspera L. and the original home of the species. New Phytologist 33: 53–58.
Joshi AC. 1936. The Anatomy of Rumex with Special Reference to the Morphology of the Internal Bundles and the Origin of the Internal Phloem in the Polygonaceae. American Journal of Botany 23: 362.
"Jyothi B, Sudarsanam G, Bulusu S. 2010. Pharmacognosy of a local market sample of Mollugo cerviana (L.) Ser. Pharmacognosy Journal 2: 233–239."
"Keshavarzi M, Bozchaloyi SE. 2014. Leaf and stem comparative anatomical analysis of three genera of Alsinoideae (Caryophyllaceae). The Iranian Journal of Botany 20: 71–79."
"Keshavarzi M, Ebrahimi F, Mosaferi S. 2018. Comparative anatomical and micromorphological study of some Rumex species (Polygonaceae). Acta Biologica Szegediensis 62: 45–52."
"Kirchoff BK, Fahn A. 1984. The primary vascular system and medullary bundle structure of Phytolacca dioica L. (Phytolaccaceae). Canadian Journal of Botany 62: 2432–2440.;"
"Krishnamurthy KV, Bahadur B, Adams SJ, Venkatasubramanian P. 2015. Origin, Development and Differentiation of Leaves. In: Bahadur B, Rajam MV, Sahijram L, Krishnamurthy K, eds. Plant Biology and Biotechnology: Volume 1: Plant Diversity, Organization, Function and Improvement. Springer, 153–175."
"Krumbiegel A. 1998. Morphology and anatomy in annual taxa of Beta vulgaris s.l. (Chenopodiaceae). Nordic Journal of Botany 18: 159–167.; Metcalfe CR, Chalk L. 1950. Anatomy of the dicotyledons. Oxford: Clarendon Press."
"Lacerda LF, Gomes HT, Bartos PMC, Vasconcelos JM, Filho SCV, de Araújo Silva-Cardoso IM, Scherwinski-Pereira JE. 2021. Growth, anatomy and histochemistry of fast growing species under in vitro conservation through mineral oil and low-temperature combination. Plant Cell, Tissue and Organ Culture 144: 143–156."
"Lemos RCC, Machado MC, Melo-De-Pinna GF. 2013. Morpho-anatomical diversity of the underground systems of Arrojadoa (Cactaceae), an endemic Brazilian genus. Botanical Journal of the Linnean Society 173: 108–128."
"Lemos RCC, Melo-De-Pinna GFDA. 2011. Morpho-anatomical variations during stem development in some epiphytic Cactaceae1. Journal of the Torrey Botanical Society 138: 16–25."
"Li Z, Liao H, Bai L, Zhou X, Wu L. 2016. Comparative anatomy of Myosoton aquaticum and Stellaria media and its systematic significance. Pakistan Journal of Botany 48: 1527–1535."
Lopes Filho JH. 2010. Desenvolvimento da folha e axila foliar em Portulacaceae e Talinaceae: homologias primárias no clado ACPT. Dissertação. Universidade de São Paulo.
"Loza-Cornejo S, Terrazas T. 1996. Anatomía del tallo y de la raíz de dos especies de Wilcoxia Britton & Rose (Cactaceae) del noreste de México. Boletín de la Sociedad Botánica de México 59: 13–23."
"Loza-Cornejo S, Terrazas T. 2011. Morfo-anatomía de plántulas en especies de Pachycereeae:¿Hasta cuándo son plántulas? Boletín de la Sociedad Botánica de México 88: 1–13."
"Maheshwari P, Singh B. 1942. On the internal bundles in the stem of Rumex patienta L. Proc. Indian Acad. Sci. 45: 153–157."
Maheshwari P. 1929. Origin and development of the internal bundles in the stem of Rumex crispus. Journal of the Indian Botanical Society 8: 89–117.
"Mahmoodi Shamsabadi M, Ejtehadi H, Vaezi J, Memariani F. 2013. Anatomical and pollen characters in Acanthophyllum C.A.Mey. (Caryophyllaceae) from northeast of Iran. The Iranian Journal of Botany 19: 107–118."
"Majeed EA, Aliwy SA, Gharb LA. 2011. Taxonomical study of species Zygophyllum fabago L. in Iraq. Baghdad Science Journal 1: 303–312."
"Maleki Sadabadi Z, Ejtehadi H, Abrishamchi P, Vaezi J, Erfanian Taleii Noghan MB. 2017. Comparative study of autecological, morphological, anatomical and karyological characteristics of Acanthophyllum ejtehadii Mahmoudi & Vaezi (Caryophyllaceae): A rare endemic in Iran. Taiwania 62: 321–330."
"Malekloo M, Hamdi SMM, Assadi M, Nejadsatari T. 2010. Morphological, micromorphological and anatomical studies of Chenopodium album complex in Iran. The Iranian Journal of Botany 16: 69–75."
"Martínez-Quezada DM, Arias S, Korotkova N, Terrazas T. 2020. The phylogenetic significance of the stem morpho-anatomy in the Hylocereeae (Cactoideae, Cactaceae). Plant Systematics and Evolution 306.

"
"Mauseth JD, Landrum JV. 1997. Relictual Vegetative Anatomical Characters in Cactaceae: the Genus Pereskia. Journal of Plant Research by The Botanical Society of Japan 110: 55–64."
"Mauseth JD, Ross RG. 1988. Systematic anatomy of the primitive cereoid cactus Leptocereus quadricostatus. Bradleya 6: 49–64."
"Mauseth JD, Terrazas T, Loza-Cornejo S. 1998. Anatomy of relictual members of Subfamily Cactoideae, IOS Group 1a (Cactaceae). Bradleya 16: 31–43."
"Mauseth JD, Uozumi Y, Plemons BJ, Landrum JV. 1995. Structural and systematic study of an unusual tracheid type in cacti. Journal of Plant Research 108: 517–526."
"Mauseth JD. 1989. Comparative structure-function studies within a strongly dimorphic plant, Melocactus intortus (Cactaceae). Bradleya 7: 1–12."
Mauseth JD. 1993. Medullary Bundles and the Evolution of Cacti. American Journal of Botany 80: 928.
Mauseth JD. 1996. Comparative Anatomy of Tribes Cereeae and Browningieae (Cactaceae). Bradleya 14: 66–81.
"Mauseth JD. 1999. Anatomical Adaptations to Xeric Conditions in Maihuenia (Cactaceae), a Relictual, Leaf-Bearing Cactus. Journal of Plant Research 112: 307–315."
"Mauseth JD. 1999. Comparative anatomy of Espostoa, Pseudoespostoa, Thrixanthocereus and Vatricania (Cactaceae). Bradleya 17: 27–37."
"Mauseth JD. 2005. Anatomical features, other than wood, in subfamily Opuntioideae (Cactaceae). Haseltonia 2005: 113–125."
Mauseth JD. 2006. Blossfeldia lacks cortical bundles and persistent epidermis; is it basal within Cactoideae? Bradleya 24: 73–82.
Melo-De-Pinna GF. 2009. Non-lignified parenchyma in Cactaceae and Portulacaceae. Botanical Journal of the Linnean Society 159: 322–329.
"Melo-de-Pinna GFA, Ogura AS, Arruda ECP, Klak C. 2014. Repeated evolution of endoscopic peripheral vascular bundles in succulent leaves of Aizoaceae (Caryophyllales). Taxon 63: 1037–1052."
